"label","type","author","title","journal","year","volume","number","pages","month","abstract","doi","issn","eissn","unique.id","article.number","orcid.numbers","researcherid.numbers","note","order_initial","order_alphabetical","order_random","color","selected","notes"
"X.ISI.000441446100003","article","Watson, Stuart K. and Vale, Gillian L. and Hopper, Lydia M. and Dean, Lewis G. and Kendal, Rachel L. and Price, Elizabeth E. and Wood, Lara A. and Davis, Sarah J. and Schapiro, Steven J. and Lambeth, Susan P. and Whiten, Andrew","Chimpanzees demonstrate individual differences in social information use","ANIMAL COGNITION","2018","21","5","639-650","SEP","Studies of transmission biases in social learning have greatly informed our understanding of how behaviour patterns may diffuse through animal populations, yet within-species inter-individual variation in social information use has received little attention and remains poorly understood. We have addressed this question by examining individual performances across multiple experiments with the same population of primates. We compiled a dataset spanning 16 social learning studies (26 experimental conditions) carried out at the same study site over a 12-year period, incorporating a total of 167 chimpanzees. We applied a binary scoring system to code each participant's performance in each study according to whether they demonstrated evidence of using social information from conspecifics to solve the experimental task or not (Social Information Score-'SIS'). Bayesian binomial mixed effects models were then used to estimate the extent to which individual differences influenced SIS, together with any effects of sex, rearing history, age, prior involvement in research and task type on SIS. An estimate of repeatability found that approximately half of the variance in SIS was accounted for by individual identity, indicating that individual differences play a critical role in the social learning behaviour of chimpanzees. According to the model that best fit the data, females were, depending on their rearing history, 15-24\% more likely to use social information to solve experimental tasks than males. However, there was no strong evidence of an effect of age or research experience, and pedigree records indicated that SIS was not a strongly heritable trait. Our study offers a novel, transferable method for the study of individual differences in social learning.","10.1007/s10071-018-1198-7","1435-9448","1435-9456","ISI:000441446100003",NA,NA,NA,NA,11,108,233,"#000000",NA,""
"X.ISI.000441446100005","article","Sommer-Trembo, Carolin and Plath, Martin","Consistent individual differences in associative learning speed are not linked to boldness in female Atlantic mollies","ANIMAL COGNITION","2018","21","5","661-670","SEP","Recent studies on consistent individual differences in behavioural tendencies (animal personality) raised the question of whether individual differences in cognitive abilities can be linked to certain personality types. We tested female Atlantic mollies (Poecilia mexicana) in two different classical conditioning experiments. For the first time, we provide evidence for highly consistent individual differences in associative learning speed in fish. We characterized the same individuals for boldness in two experimental situations (latency to emerge from shelter and freezing time after a simulated predator attack) and found high behavioural repeatability. When we tested for a potential correlation between associative learning speed and boldness, however, there was no evidence for a link between them. Our study design included several steps to avoid typical pitfalls of disadvantaging shy individuals during learning tests. We caution that other experimental studies may have suffered from erroneous interpretations due to a more cautious coping style of shy individuals in the respective setup used to assess learning.","10.1007/s10071-018-1201-3","1435-9448","1435-9456","ISI:000441446100005",NA,NA,NA,NA,12,137,613,"#000000",NA,""
"X.ISI.000440649700001","article","Wischhoff, Uschi and Marques-Santos, Fernando and Manica, Lilian T. and Roper, James J. and Rodrigues, Marcos","Parenting styles in white-rumped swallows (Tachycineta leucorrhoa) show a trade-off between nest defense and chick feeding","ETHOLOGY","2018","124","9","623-632","SEP","Studies about personalities in wild animals usually focus on five categories of behavioral traits that do not easily accommodate all aspects of parental care, a class of behaviors with direct consequence to reproductive success. Parental care can vary consistently between individuals and constitute parenting styles. Here we investigate the consistency of four behaviors of parental care across two breeding seasons of white-rumped swallows Tachycineta leucorrhoa in southern Brazil. These behaviors are a prospection of potential nest-sites, nest defense against predators or conspecifics, and chick feeding. If these first three behaviors are consistent, they can be classified according to the standard categories of personality as exploration, boldness, and aggressiveness, respectively. We find that all behaviors, except exploration, are consistent between individuals in the long term. We also show that, besides individual identity, couple identity is an important component explaining variation in behavior. This pattern can arise if behavior influences pair formation or if behavior is a consequence of a common environment affecting the couple. We show that, depending on the parental task, males or females are more consistent, suggesting that sexes are adopting different strategies of parental care allocation. We then investigate if there is a trade-off between nest defense and chick feeding. We find that birds that defend more also feed the brood less often and suggest that testosterone might be the mechanism modulating this trade-off. Lastly, we discuss the implications of our results to mate choice and highlight the need for studies linking parenting styles to fitness in swallow species.","10.1111/eth.12770","0179-1613","1439-0310","ISI:000440649700001",NA,"Marques-Santos, Fernando/0000-0002-5257-2989",NA,NA,13,387,81,"#000000",NA,""
"X.ISI.000441538200007","article","Baker, Matthew R. and Goodman, Alexander C. and Santo, Jonathan B. and Wong, Ryan Y.","Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio","SCIENTIFIC REPORTS","2018","8",NA,NA,"AUG 14","Behavioral responses to novel situations often vary and can belong to a suite of correlated behaviors. Characteristic behaviors of different personality types (e.g. stress coping styles) are generally consistent across contexts and time. Here, we compare the repeatability and reliability of exploratory behaviors between zebrafish strains selectively bred to display contrasting behavioral responses to stressors that represent the proactive-reactive axis. Specifically, we measure exploratory behavior of individual fish in an open field test over five weeks. We quantified the stationary time, average swimming speed and time spent by a fish in the center area. We found a number of strain differences for each behavioral measure. Stationary time was the most repeatable and reliable measure for assessing proactive-reactive behavioral differences. Reactive zebrafish generally showed the highest reliability and repeatability of exploratory behavior compared to proactive zebrafish and a separate wild caught strain. Given the increased interest in the evolutionary consequences and proximate mechanisms of consistent individual differences, it will be important to continue to investigate how different selective pressures may influence expression of stress coping styles and their effects on the consistency of an animal's behavior.","10.1038/s41598-018-30630-3","2045-2322",NA,"ISI:000441538200007","12114",NA,NA,NA,14,483,197,"#000000",NA,""
"X.ISI.000441331000016","article","Sztukowski, Lisa A. and Cotton, Peter A. and Weimerskirch, Henri and Thompson, David R. and Torres, Leigh G. and Sagar, Paul M. and Knights, Antony M. and Fayet, Annette L. and Votier, Stephen C.","Sex differences in individual foraging site fidelity of Campbell albatross","MARINE ECOLOGY PROGRESS SERIES","2018","601",NA,"227-238","AUG 9","Inter-individual variation in behavioural traits has important implications for evolutionary and ecological processes. Site fidelity, where individuals consistently use the same foraging site, is common among marine predators. Sex differences in foraging are also well studied in marine vertebrates, but the extent to which consistent inter-individual differences in foraging vary between the sexes is poorly known. Here we quantified the effects of sex on individual foraging site fidelity (IFSF), both within and between years, in chick-brooding Campbell albatross Thalassarche impavida. Using bird-borne global positioning system loggers, we calculated route fidelity (nearest-neighbour distance), repeatability of site fidelity (terminal latitude and longitude), and foraging effort (total distance travelled and trip duration) during 2 to 10 repeat trips. Overall, Campbell albatrosses showed a high degree of site fidelity. Birds travelled to similar sites not only within the same year, but also between 2 consecutive years, suggesting that the within-year consistency is not simply in response to short-term patches of food. Moreover, within the same year, we found differences in terms of IFSF between the sexes. Females that foraged closer to the colony in neritic and shelf waters were more likely to follow similar routes on repeated foraging trips and were more consistent in their foraging effort than males. Males that foraged further offshore in pelagic waters had more repeatable foraging longitudes than females. Our study provides further evidence of the importance of IFSF among marine vertebrates. However, it also reveals that the strength of such specialisations may vary with sex.","10.3354/meps12684","0171-8630","1616-1599","ISI:000441331000016",NA,"Fayet, Annette/0000-0001-6373-0500",NA,NA,15,525,266,"#000000",NA,""
"X.ISI.000441110200010","article","Gibelli, Julie and Aubin-Horth, Nadia and Dubois, Frederique","Are some individuals generally more behaviorally plastic than others? An experiment with sailfin mollies","PEERJ","2018","6",NA,NA,"AUG 7","Individuals within the same population generally differ among each other not only in their behavioral traits but also in their level of behavioral plasticity (i.e., in their propensity to modify their behavior in response to changing conditions). If the proximate factors underlying individual differences in behavioral plasticity were the same for any measure of plasticity, as commonly assumed, one would expect plasticity to be repeatable across behaviors and contexts. However, this assumption remains largely untested. Here, we conducted an experiment with sailfin mollies (Poecilia latipinna) whose behavioral plasticity was estimated both as the change in their personality traits or mating behavior across a social gradient and using their performance on a reversal-learning task. We found that the correlations between pairwise measures of plasticity were weak and non-significant, thus indicating that the most plastic individuals were not the same in all the tests. This finding might arise because either individuals adjust the magnitude of their behavioral responses depending on the benefits of plasticity, and/or individuals expressing high behavioral plasticity in one context are limited by neural and/or physiological constraints in the amount of plasticity they can express in other contexts. Because the repeatability of behavioral plasticity may have important evolutionary consequences, additional studies are needed to assess the importance of trade-offs between conflicting selection pressures on the maintenance of intra-individual variation in behavioral plasticity.","10.7717/peerj.5454","2167-8359",NA,"ISI:000441110200010","e5454","Gibelli, Julie/0000-0001-6158-5231",NA,NA,16,49,16,"#405d99","selected",""
"X.ISI.000444946300042","article","Ingram, Travis and Burns, Zuri D.","Top-down control by an aquatic invertebrate predator increases with temperature but does not depend on individual behavioral type","ECOLOGY AND EVOLUTION","2018","8","16","8256-8265","AUG","Variation in behavioral traits among individuals within a population can have implications for food webs and ecosystems. Temperature change also alters food web structure and function, but potential interactions between warming and intraspecific behavioral variation are largely unexplored. We aimed to test how increased temperature, individual activity level of a predatory backswimmer (Anisops assimilis), and their interaction influenced the strength of top-down control of zooplankton and phytoplankton. We used stable isotopes to support our assumption that the study population of A.assimilis is zooplanktivorous, and behavioral trials to confirm that activity level is a repeatable trait. We established freshwater microcosms to test for effects of warming, backswimmer presence, and backswimmer behavioral type on zooplankton density, zooplankton composition, and phytoplankton chlorophyll a. Top-down control was present and was generally stronger at increased temperature. There was no indication that predator behavioral type influenced the strength of top-down control either on its own or interactively with temperature. Predator behavioral type may not be associated with ecologically important function in this species at the temporal and spatial scales addressed in this study, but the links between behavior, temperature, and food web processes are worthy of broader exploration.","10.1002/ece3.4367","2045-7758",NA,"ISI:000444946300042",NA,NA,NA,NA,17,630,82,"#000000",NA,""
"X.ISI.000444946300056","article","Thore, Eli S. J. and Steenaerts, Laure and Philippe, Charlotte and Gregoir, Arnout and Brendonck, Luc and Pinceel, Tom","Individual behavioral variation reflects personality divergence in the upcoming model organism Nothobranchius furzeri","ECOLOGY AND EVOLUTION","2018","8","16","8448-8457","AUG","In the animal kingdom, behavioral variation among individuals has often been reported. However, stable among-individual differences along a behavioral continuumreflective of personality variationhave only recently become a key target of research. While a vast body of descriptive literature exists on animal personality, hypothesis-driven quantitative studies are largely deficient. One of the main constraints to advance the field is the lack of suitable model organisms. Here, we explore whether N.furzeri could be a valuable model to bridge descriptive and hypothesis-driven research to further unravel the causes, function and evolution of animal personality. As a first step toward this end, we perform a common garden laboratory experiment to examine if behavioral variation in the turquoise killifish Nothobranchius furzeri reflects personality divergence. Furthermore, we explore if multiple behavioral traits are correlated. We deliver proof of principle of personality variation among N.furzeri individuals in multiple behavioral traits. Because of the vast body of available genomic and physiological information, the well-characterized ecological background and an exceptionally short life cycle, N.furzeri is an excellent model organism to further elucidate the causes and implications of behavioral variation in an eco-evolutionary context.","10.1002/ece3.4356","2045-7758",NA,"ISI:000444946300056",NA,NA,NA,NA,18,291,573,"#000000",NA,""
"X.ISI.000443953300011","article","Hamblen, Heather and Hansen, Peter J. and Zolini, Adriana M. and Oltenacu, Pascal A. and Mateescu, Raluca G.","Thermoregulatory response of Brangus heifers to naturally occurring heat exposure on pasture","JOURNAL OF ANIMAL SCIENCE","2018","96","8","3131-3137","AUG","Heat stress is a cause of major economic losses to cattle producers, especially in tropical and subtropical environments. The objectives of this study were to assess the phenotypic variability in core body temperature and sweating rate and to evaluate the effect of coat type, temperament, and BW on core body temperature and sweating rate in Brangus heifers. During August and September of 2016, 725 Brangus heifers were evaluated on pasture in four separate groups (n = 200, 189, 197, and 139). Environmental measurements of dry bulb temperature (T-db) and relative humidity (RH) were measured every 15 min during the entire time of data collection and the temperature-humidity index (THI) was used to quantify heat-stress potential. Coat score, sweating rate, chute score, exit score, and live weight were recorded as the animals passed through the chute. Vaginal temperature was recorded every 5 min for five consecutive days. There was significant variation in vaginal temperature between heifers in the same environmental conditions (sigma(2)(u) = 0.049), suggesting opportunities for selective improvements. A repeatability of 0.47 and 0.44 was estimated for sweating rate and vaginal temperature, respectively, suggesting that one measurement would be able to adequately describe the sweating capacity or ability to control the body temperature of an individual. Vaginal temperature increased as THI increased, with approximately 1 h lag time in the animal's response. Vaginal temperature (-0.047 degrees C, P = 0.015) and sweating rate were lower (-5.49 +/- 2.12 g/(m(2).h), P < 0.01) for heifers that demonstrated a calmer behavior in the chute. Animals with shorter, smoother hair coats had significantly lower vaginal temperatures when compared to animals with longer hair coats (P < 0.01). Also, heavier heifers in this study maintained lower (P < 0.0001) vaginal temperature than the lighter heifers. Our results showed that hair coat, temperament, and weight influenced vaginal temperature regulation.","10.1093/jas/sky224","0021-8812","1525-3163","ISI:000443953300011",NA,NA,NA,NA,19,623,67,"#000000",NA,""
"X.ISI.000441515500012","article","Brehm, Allison M. and Mortelliti, Alessio","Mind the trap: large-scale field experiment shows that trappability is not a proxy for personality","ANIMAL BEHAVIOUR","2018","142",NA,"101-112","AUG","Behavioural tendencies vary consistently among individuals and this variation is known as personality. Previous studies have found that personality traits measured through standardized behavioural tests predict trappability (i.e. `trap happy' versus `trap shy'). However, the nature of this relationship is unclear since it has been explored only within single species and never across environments. This is problematic because trappability is a labile characteristic that can vary between seasons, environments and years. It is essential to understand this link because there is great potential for the use of trappability as a proxy for personality. For example, if trappability reflects personality, this would allow researchers to extract personality data from long-term capture-mark-recapture data sets. To clarify this relationship, we designed a large-scale field experiment to measure personality and trappability in five small mammal species and across four distinct forest types. With an open field test, we quantified behaviour in 189 deer mice, Peromyscus maniculatus, 170 southern red-backed voles, Myodes gapperi, 42 American red squirrels, Tamiasciurus hudsonicus, 58 woodland jumping mice, Napaeozapus insignis, and 87 northern short-tailed shrews, Blarina brevicauda. We identified personality in all five of our target species, and through mixed-effects modelling we found that personality traits did not predict different aspects of trappability. Furthermore, trappability was not a repeatable measure (i.e. animals that were trap happy in one session were not necessarily trap happy throughout the trapping season). Our results suggest that trappability cannot be used as a proxy for personality. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2018.06.009","0003-3472","1095-8282","ISI:000441515500012",NA,NA,NA,NA,20,363,205,"#000000",NA,""
"X.ISI.000441515500019","article","Szorkovszky, Alex and Kotrschal, Alexander and Herbert-Read, James E. and Buechel, Severine D. and Romenskyy, Maksym and Rosen, Emil and van der Bijl, Wouter and Pelckmans, Kristiaan and Kolm, Niclas and Sumpter, David J. T.","Assortative interactions revealed by sorting of animal groups","ANIMAL BEHAVIOUR","2018","142",NA,"165-179","AUG","Animals living in groups can show substantial variation in social traits and this affects their social organization. However, as the specific mechanisms driving this organization are difficult to identify in already organized groups typically found in the wild, the contribution of interindividual variation to group level behaviour remains enigmatic. Here, we present results of an experiment to create and compare groups that vary in social organization, and study how individual behaviour varies between these groups. We iteratively sorted individuals between groups of guppies, Poecilia reticulata, by ranking the groups according to their directional alignment and then mixing similar groups. Over the rounds of sorting the consistency of the group rankings increased, producing groups that varied significantly in key social behaviours such as collective activity and group cohesion. The repeatability of the underlying individual behaviour was then estimated by comparing the experimental data to simulations. At the level of basic locomotion, individuals in more coordinated groups displayed stronger interactions with the centre of the group, and weaker interactions with their nearest neighbours. We propose that this provides the basis for a passive phenotypic assortment mechanism that may explain the structures of social networks in the wild. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","10.1016/j.anbehav.2018.06.005","0003-3472","1095-8282","ISI:000441515500019",NA,"Romenskyy, Maksym/0000-0003-2565-4994 Kotrschal, Alexander/0000-0003-3473-1402",NA,NA,21,55,94,"#000000",NA,""
