key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
Yuen_2016_BEHECOANDSOC,personality traits are consistent when measured in the field and in the laboratory in african striped mice (rhabdomys pumilio),"Yuen, C. H. and Pillay, N. and Heinrichs, M. and Schoepf, I. and Schradin, C.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,NA,70,NA,1235-1246,2016,NA,10.1007/s00265-016-2131-1,"Personality in free-living individuals has predominantly been measured under standardized laboratory conditions. Such measurements have been then linked to life-history traits, fitness and survival. Yet, it remains unclear how such personality measurements reflect the variation shown by free-living individuals, if the same measurements were taken directly in their natural environment. Here, we used free-living African striped mice to test whether the personality traits of activity, boldness, exploration and aggression are consistent when measured in the laboratory and in the field contexts. First, we established whether personality traits were repeatable and consistent within one context. Next, we compared measurements across the two different contexts. Additionally, we established whether personality traits were correlated with one another in behavioural syndromes and assessed whether the resulting syndromes were consistent across the two contexts. All personality traits in the laboratory were measured using classical personality tests. The same tests were then modified and used to measure personality of the same individuals in the field. All personality traits were highly repeatable and consistent within the same context. In addition, individuals behaved consistently for all the behaviours measured both in the laboratory and in the field. Further, we found that the presence of two correlated context-specific separate latent variables (one for the field and one for the laboratory) underpinned all the behaviours measured, indicating that there is a context-specific syndrome in this species. Overall, our results confirm that measurements of personality traits of wild striped mouse individuals recorded in the laboratory environment are consistent with the traits that the same individuals show under natural conditions. Animal personality research has been mostly focused on measuring traits of wild individuals under standardized laboratory conditions. Most recently, however, such approaches have come under increased scrutiny as it is unclear whether personality measured in the laboratory reflects the variation that the same individuals would show if the same measurements were taken directly in their natural habitat. Here, we used wild African striped mice to test whether the personality traits of activity, boldness, exploration and aggression are consistent when measured in the laboratory and in the field contexts. Using similar protocols, we established whether personality traits were repeatable and consistent within one context and then compared measurements across the two different contexts. We showed that personality measures from standardized laboratory conditions are consistent with field measurements for all personality traits considered."
Yuen_2017_ANIMBEHA,boldness: are open field and startle tests measuring the same personality trait?,"Yuen, C. H. and Schoepf, I. and Schradin, C. and Pillay, N.",ANIMAL BEHAVIOUR,NA,128,NA,143-151,2017,NA,10.1016/j.anbehav.2017.04.009,"Boldness, the willingness of individuals to engage in risky behaviour, is one of the most studied personality traits. It has been measured using a variety of tests; however, measuring a behaviour using different assays may lead to a jingle fallacy. The few studies that have attempted to determine whether these different assays are comparable have produced mixed results. A lack of repeatability between boldness measures under standardized and natural conditions may be the source of this variation. Here, we tested whether risk-taking behaviour of free-living African striped mice, Rhabdomys pumilio, measured in a laboratory using open field tests is comparable with measures of risk-taking behaviour from startle tests. These measures were then compared with measures of risk-taking behaviour obtained from equivalent open field and startle tests performed on the same individuals under natural conditions. During open field tests, we assessed the time an individual spent away from the wall of the arena (in the laboratory) or from its nest (in nature). During startle tests, we measured the latency to re-emerge from either a protective box (in the laboratory) or a nest (under natural conditions) after an individual was scared away. Our results showed that risk-taking behaviour measured using the open field and the startle tests were repeatable within the same context (tested twice per assay) and across contexts (laboratory, nature). However, open field measures of risk-taking behaviour were not correlated with startle measures, supporting the idea that the two tests are assaying different personality traits. The variations in the outcome observed in the two assays probably resulted from the presentation of threatening stimuli in the startle test. We propose that, at least in striped mice, the startle test is more suitable for measuring anxiety than boldness. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
Zablocki.Thomas_2018_ECOANDEVO,personality and performance are affected by age and early life parameters in a small primate,"Zablocki-Thomas, Pauline B. and Herrel, Anthony and Hardy, Isabelle and Rabardel, Lucile and Perret, Martine and Aujard, Fabienne and Pouydebat, Emmanuelle",ECOLOGY AND EVOLUTION,NA,8,NA,4598-4605,2018,NA,10.1002/ece3.3833,"A whole suite of parameters is likely to influence the behavior and performance of individuals as adults, including correlations between phenotypic traits or an individual's developmental context. Here, we ask the question whether behavior and physical performance traits are correlated and how early life parameters such as birth weight, litter size, and growth can influence these traits as measured during adulthood. We studied 486 captive gray mouse lemurs (Microcebus murinus) and measured two behavioral traits and two performance traits potentially involved in two functions: exploration behavior with pull strength and agitation score with bite force. We checked for the existence of behavioral consistency in behaviors and explored correlations between behavior, performance, morphology. We analyzed the effect of birth weight, growth, and litter size, while controlling for age, sex, and body weight. Behavior and performance were not correlated with one another, but were both influenced by age. Growth rate had a positive effect on adult morphology, and birth weight significantly affected emergence latency and bite force. Grip strength was not directly affected by early life traits, but bite performance and exploration behavior were impacted by birth weight. This study shows how early life parameters impact personality and performance."
Zakour_2013_JOOFAPSC,subjective evaluation of defensive behavior in the syrian honeybee (apis mellifera syriaca),"Zakour, Mohamad Khaled and Bienefeld, Kaspar",JOURNAL OF APICULTURAL SCIENCE,NA,57,NA,137-145,2013,NA,10.2478/JAS-2013-0024,"To separate gentle from defensive bee types, a rating scale is the most reliable, economical, and practical evaluation system. In initiating a breeding programme for the indigenous Syrian honeybee Apis mellifera syriaca, a typical representative of the endangered subspecies of the Middle East, multiple measurements were used to generally monitor this behavior and verify whether the international Apimondia recommendations are suitable for such subspecies. A total of 72 beekeepers and three breeding centers provided performance-testing results from 969 colonies distributed throughout 75 apiaries in Syria. Each colony was tested, on average, 4.73 times (4584 records total). The defensive behavior of A. m. syriaca was found to be very aggressive (1.48 scored by a system ranging from 1 (aggressive) to 4 (gentle)). The low repeatability (0.19) of defensive behavior estimated using restricted maximal likelihood analysis and the low and skewed variation of the trait indicate that other scoring systems are expected to be more efficient for selective breeding towards gentle behavior."
Zampachova_2017_JOOFCOPS,consistent individual differences in standard exploration tasks in the black rat (rattus rattus),"Zampachova, Barbora and Kaftanova, Barbora and Simankova, Hana and Landova, Eva and Frynta, Daniel",JOURNAL OF COMPARATIVE PSYCHOLOGY,NA,131,NA,150-162,2017,NA,10.1037/com0000070,"In a fluctuating environment, the optimal level of exploratory behavior depends on the proportion of current risks and benefits. The exploratory behavior is, therefore, often subjected to heterogenous selection. In populations of commensal rodents living in close proximity of humans, this pressure is further increased by pest management. We hypothesize that the black rat (Rattus rattus) responds to this pressure by either high behavioral flexibility or by development of personality types. The aim of this study was to analyze exploratory behavior and boldness of wild black rats and its changes over time to determine whether exploratory behavior is a personality trait in black rats. Studies on animals with unreduced variability are necessary for determination of normal range of behaviors. The behavior in the open field and hole board tests yielded 1 multivariate variable representing exploratory behavior and 1 representing boldness. The hole board test additionally provided an axis representing exploratory behavior. Exploratory behavior showed moderate to high repeatability, even though we observed a considerable effect of habituation. Exploratory behavior was also strongly correlated across contexts; therefore, our results suggest that the black rat responds to heterogenous selection pressure by developing personality types. We also found a strong effect of litter identity on some aspects of the exploratory behavior. Boldness was less repeatable, which we interpret as high behavioral flexibility in this behavioral trait. In concordance with our hypothesis, the personality types in exploratory behavior, but not in boldness, are possibly maintained by heterogenous selection pressure created by human pest management."
Zanello_2006_ENDEPSCLBIETTH,validation of the qfs measuring the frequency and satisfaction in social behaviours in psychiatric adult population,"Zanello, A and Rouget, BW and Gex-Fabry, M and Maercker, A and Guimon, J",ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,NA,32,NA,45-59,2006,NA,NA,"Introduction. Although everyone working in routine mental health services recognizes the scientific and ethical importance to ensure that treatments being provided are of highest quality, there is a clear lack of consensus regarding what outcome domains to include, what measure of assessment to use and, moreover, who to question when assessing. Literature findings. Since the fifties, social functioning is considered as an important dimension to take into account for treatment planning and outcome measuring. But for many years, symptoms scales have been considered as sufficient outcome measures and social functioning improvement expected on the basis of symptoms alleviation. As symptoms and social adjustment sometimes appear relatively independent, no accurate conclusion concerning the patient's social functioning can so be driven on the basis of his clinical symptoms. More attention has then been directed toward the development of instruments specifically intended to measure the extent and nature of social functioning impairments observed in most psychiatric syndromes. Many of these instruments are designed to be completed by caregivers or remain time consuming and difficult to use routinely. Presently, in clinical practice, there is a need to rely on simple and brief instruments considering patients' perspective about their social adjustment as a function of time. Aim of the study. The aim of this study is to present a new instrument, the QFS, initially developed in order to assess social functioning in patients involved in group psychotherapy programs conducted in a specialist mental health setting, as well as its psychometric characteristics. Methodology. It was designed to be completed in less than 10 minutes and the questions are phrased in a simple and redundant way, in order to limit problems inherent to illiteracy or language comprehension. The OFS is a 16 items self-report instrument that assesses both the frequency of (8 items) and the satisfaction with (8 items) various social behaviours adopted during the 2 weeks period preceding the assessment. It yields three separate indexes of social functioning, defined a priori and labelled << frequency >>, << satisfaction >> and << global >>. The higher the scores, the better the social functioning. The OFS was administered to 457 subjects, aged between 18 and 65, including 176 outpatients (99 with anxious or depressive disorders, 25 with personality disorders and 52 with psychotic disorders) and 281 healthy control subjects. Results. No significant difference was found between patients and controls according to age or gender distribution. Acceptance rate was high (> 95\%). Moreover, the QFS was generally acceptable to the clinicians who used it. Internal consistency calculated for each index ranged from 0.65 to 0.83 (Cronbach alpha). Test-retest reliability, calculated within a 15 days time interval on a sample of 49 healthy controls, ranged from 0.69 to 0.71 (intraclass correlation coefficient). Discriminant validity was calculated on healthy controls and patients divided into sub-groups according to their diagnosis. It showed to be excellent, with significantly higher scores in control subjects than in psychiatric patients and significant differences across diagnostic categories (Kruskal-Wallis ANOVA with post-hoc tests, all p < 0.05). The convergent validity of the QFS with other measures of social functioning was calculated, using the Social Adaptation Self-Evaluation Scale (SASS) and the Social Adjustment Scale Self-eport (SAS-SR). With the SASS, the convergent validity was higher among patients (Spearman r(S) 0.71 to 0.92, p < 0.01) than controls (r(S) from 0.49 to 0.66, p < 0.001). In healthy controls, correlation with the SAS-SR was moderate but statistically significant (r(S) from -0.21 to -0.44, p < 0.05). When comparing OFS scores with self-rated symptoms severity, lower levels of social functioning were significantly associated with more severe symptoms according to the Brief Symptom Inventory (BSI: r(S) from -0.38 to -0,65, p < 0.001). The QFS indexes demonstrated sensitivity to change (Wilcoxon : all p < 0.05) on a sample of 27 but-patients suffering from anxious-depressive disorders questioned before and after 4 months of cognitive behavioural group therapy running on a weekly basis during 16 sessions of 2 hours-each. The factorial validity of the CPS was measured;through 3 separate factor analysis conducted using the data of 4-57 subjects., The first analysis, considered only Frequency items; 7 out of 8 items had loadings above 0.5 on factor 1 accounting for 30.7\% (unrotaded) of the variance. The second analysis considered only Satisfaction items; all items had loadings above 0.6 on Factor 1 explaining 43.4\% (unrotaded) of the variance. And finally, in the third factor analysts, all, QFS items were included; 15 out of 16 items had loadings above 0.4 on Factor 1 accounting for 30\% (unrotated) of the variance. Conceming the factorial validity of the instrument, these results suggest that all QFS items belong to the same underlying dimension. Discussion. Finally, provisional norms for the QFS are provided for healthy controls in order to characterise individual patients or patients subgroups. In conclusion, the need for assessment in clinical routine, in order to estimate different aspects of patients conditions aswell as the qualify of the treatment provided, has contributed to the development of a large variety of instruments measuring several domains. Concerning the level of social functioning, many instruments fail to meet chief criterion of feasibility, remaining often too complex or time onsuming. Moreover, only few of them are available in French. Conclusion. The QFS presented here is a brief, simple and easy to administer self-rating scale that displays satisfactory psychometric properties. It seems to be a valuable instrument for the monitoring of social functioning in psychiatric patients Which, from a therapeutic point of view, may have a clear impact as it sets up expectation of change and allows both to-reality testpatibnts and therapists beliefs about the presence of progress or not and to identify if therapy is working on this specific outcome domain. Though, to date, the administration of the OFS to other populations and treatment modalities requires further investigation."
Zanello_2006_Ence,"validation of the qfs measuring the frequency and satisfaction in social behaviours in psychiatric adult population [validation du questionnaire de fonctionnement social (qfs), un autoquestionnaire mesurant la frquence et la satisfaction des comportements sociaux d'une population adulte psychiatrique]","Zanello, A. and Weber Rouget, B. and Gex-Fabry, M. and Maercker, A. and Guimon, J.",Encephale,NA,32,NA,45-59,2006,NA,10.1019/200630005,"Introduction. Although everyone working in routine mental health services recognizes the scientific and ethical importance to ensure that treatments being provided are of highest quality, there is a clear lack of consensus regarding what outcome domains to include, what measure of assessment to use and, moreover, who to question when assessing. Literature findings. Since the fifties, social functioning is considered as an important dimension to take into account for treatment planning and outcome measuring. But for many years, symptoms scales have been considered as sufficient outcome measures and social functioning improvement expected on the basis of symptoms alleviation. As symptoms and social adjustment sometimes appear relatively independent, no accurate conclusion concerning the patient's social functioning can so be driven on the basis of his clinical symptoms. More attention has then been directed toward the development of instruments specifically intended to measure the extent and nature of social functioning impairments observed in most psychiatric syndromes. Many of these instruments are designed to be completed by caregivers or remain time consuming and difficult to use routinely. Presently, in clinical practice, there is a need to rely on simple and brief instruments considering patients'perspective about their social adjustment as a function of time. Aim of the study. The aim of this study is to present a new instrument, the QFS, initially developed in order to assess social functioning in patients involved in group psychotherapy programs conducted in a specialist mental health setting, as well as its psychometric characteristics. Methodology. It was designed to be completed in less than 10 minutes and the questions are phrased in a simple and redundant way, in order to limit problems inherent to illiteracy or language comprehension. The QFS is a 16 items self-report instrument that assesses both the frequency of (8 items) and the satisfaction with (8 items) various social beha viours adopted during the 2 weeks period preceding the assessment. It yields three separate indexes of social functioning, defined a priori and labelled frequency, satisfaction and global. The higher the scores, the better the social functioning. The QFS was administered to 457 subjects, aged between 18 and 65, including 176 outpatients (99 with anxious or depressive disorders, 25 with personality disorders and 52 with psychotic disorders) and 281 healthy control subjects. Results. No significant difference was found between patients and controls according to age or gender distribution. Acceptance rate was high (&gt; 95 %). Moreover, the QFS was generally acceptable to the clinicians who used it. Internal consistency calculated for each index ranged from 0.65 to 0.83 (Cronbach ). Test-retest reliability, calculated within a 15 days time interval on a sample of 49 healthy controls, ranged from 0.69 to 0.71 (intraclass correlation coefficient). Discriminant validity was calculated on healthy controls and patients divided into sub-groups according to their diagnosis. It showed to be excellent, with significantly higher scores in control subjects than in psychiatric patients and significant differences across diagnostic categories (Kruskal-Wallis ANOVA with post-hoc tests, all p &lt; 0.05). The convergent validity of the QFS with other measures of social functioning was calculated, using the Social Adaptation Self-Evaluation Scale (SASS) and the Social Adjustment Scale Self-Report (SAS-SR). With the SASS, the convergent validity was higher among patients (Spearman rS 0.71 to 0.92, p &lt; 0.01) than controls (rS from 0.49 to 0.66, p &lt; 0.001). In healthy controls, correlation with the SAS-SR was moderate but statistically significant (rS from - 0.21 to - 0.44, p &lt; 0.05). When comparing QFS scores with self-rated symptoms severity, lower levels of social functioning were significantly associated with more severe symptoms according to the Brief Symptom Inventory (BSI : rS from - 0.38 to - 0.65, p &lt; 0.001). The QFS indexes demonstrated sensitivity to change (Wilcoxon : all p &lt; 0.05) on a sample of 27 out-patients suffering from anxious-depressive disorders questioned before and after 4 months of cognitive behavioural group therapy running on a weekly basis during 16 sessions of 2 hours each. The factorial validity of the QFS was measured through 3 separate factor analysis conducted using the data of 457 subjects. The first analysis considered only Frequency items ; 7 out of 8 items had loadings above 0.5 on Factor 1 accounting for 30.7 % (unrotaded) of the variance. The second analysis considered only Satisfaction items ; all items had loadings above 0.6 on Factor 1 explaining 43.4 % (unrotaded) of the variance. And finally, in the third factor analysis, all QFS items were included ; 15 out of 16 items had loadings above 0.4 on Factor 1 accounting for 30 % (unrotated) of the variance. Concerning the factorial validity of the instrument, these results suggest that all QFS items belong to the same underlying dimension. Discussion. Finally, provisional norms for the QFS are provided for healthy controls, in order to characterise individual patients or patient subgroups. In conclusion, the need for assessment in clinical routine, in order to estimate different aspects of patients conditions as well as the quality of the treatment provided, has contributed to the development of a large variety of instruments measuring several domains. Concerning the level of social functioning, many instruments fail to meet chief criterion of feasibility, remaining often too complex or time onsuming. Moreover, only few of them are available in French. Conclusion. The QFS presented here is a brief, simple and easy to administer self-rating scale that displays satisfactory psychometric properties. It seems to be a valuable instrument for the monitoring of social functioning in psychiatric patients which, from a therapeutic point of view, may have a clear impact as it sets up expectation of change and allows both to reality test patients and therapists beliefs about the presence of progress or not and to identify if therapy is working on this specific outcome domain. Though, to date, the administration of the QFS to other populations and treatment modalities requires further investigation."
Zavorka_2015_BEHAECOL,linking lab activity with growth and movement in the wild: explaining pace-of-life in a trout stream,"Zavorka, Libor and Aldven, David and Naslund, Joacim and Hojesjo, Johan and Johnsson, Jorgen I.",BEHAVIORAL ECOLOGY,NA,26,NA,877-884,2015,NA,10.1093/beheco/arv029,"Theory suggests that consistent individual differences in activity are linked to life history where high activity is associated with rapid growth, high dispersal tendency, and low survival (the pace-of-life syndrome hypothesis). We addressed this influential hypothesis by combining behavioral studies with fine-scale positional scoring in nature, estimating how individual movement strategies in brown trout (Salmo trutta) associate with fitness correlates (growth and survival) in the wild. Initial dispersal in the wild was positively related to the laboratory activity. Moreover, the growth of individuals with high laboratory activity decreased with increasing home range size, whereas the growth of individuals with lower laboratory activity increased slightly with increasing home range size. Survival in the wild was not associated with laboratory activity. Our results do not support the original pace-of-life syndrome hypothesis. As an alternative explanation, we suggest that the growth of individuals adopting a high-activity strategy is more sensitive to variation in resource abundance (indicated by home range size) than the fitness individuals adopting a more passive strategy."
Zebunke_2015_APPLANIMBEHASCIE,the backtest in pigs revisited - an analysis of intra-situational behaviour,"Zebunke, Manuela and Repsilber, Dirk and Nuernberg, Gerd and Wittenburg, Doerte and Puppe, Birger",APPLIED ANIMAL BEHAVIOUR SCIENCE,NA,169,NA,17-25,2015,NA,10.1016/j.applanim.2015.05.002,"The occurrence of different behavioural phenotypes in animals (regarding temperament and personality) has increasingly attracted the attention of scientists dealing with farm animal breeding, management and welfare. As part of the adaptation repertoire, coping behaviour describes how animals deal with challenging situations. To detect different coping strategies (active vs. passive) in domestic pigs, Hessing et al. (1993) suggested using the backtest at an early age. However, the literature contains ambiguous results and criticism of the backtest. Thus, referring to Jensen (1995), the aim of our study was to analyse the backtest in terms of intra-situational behaviour (frequency distribution, behavioural consistency, heritability) in a large sample of domestic piglets (n = 3555). By using a statistical resampling analysis we wanted to verify whether the individual variation in the behaviour of the piglets in the repeated backtest indicates coping strategies or just random variation. The backtest was repeated four times between the first and fourth week of life (ages 5, 12, 19 and 26 days), and the latency, total duration and frequency of all struggling attempts were recorded. Our results show a continuous, unimodal distribution in the frequency parameter and an apparent bimodal distribution in the latency and duration parameter, that probably represents a unimodal distribution with a `ceiling-effect'. The intra-test consistency of the behaviour (Spearman rank correlation (r(S)) and repeatability (R)) was moderate (r(S) = 0.19-0.45, p < 0.001; R = 0.25-0.39), indicating at least a certain degree of behavioural consistency. The resampling analysis revealed that the piglets did not show just random variation in behaviour. Moreover, the piglets did not display a general habituation to the repeated backtest. Based on a large pedigree, we calculated that the heritability of the behavioural parameters ranged from 0.17 to 0.43. In conclusion, the repeated backtest does not provide evidence for definitive coping strategies that are clearly separable. We instead found pronounced individual dispositions that are partly determined by genetics along a continuum from active to passive coping behaviour. This means that individuals show both behavioural consistency and flexibility in behaviour. (C) 2015 Elsevier B.V. All rights reserved."
Zeng_2016_ShenXuebActaEcolSini,"correlations between standard metabolic rate and metabolic characteristics after exhaustive exercise, and behavior in the juvenile crucian carp (carassius auratus)","Zeng, L.Q. and Fu, S.J. and Cao, Z.D.",Shengtai Xuebao/ Acta Ecologica Sinica,NA,36,NA,1746-1755,2016,NA,10.5846/stxb201408251683,"Consistent individual differences (CIDs) in phenotypes, such as physiology and behavior, are widespread phenomena in most animal taxa. CIDs are individual differences in phenotype that are maintained over time (e.g. as measured by repeatability) and across contexts. Many previous studies showed that there is a potential link between standard metabolic rate (SMR) and other physiological traits, and animal personality exists in a diverse array of animal taxa. The aim of this study was to investigate the relationship between the SMR and metabolic characteristics after exhaustive exercise, and behavior, as well as the individual differences in these phenotypes in the juvenile crucian carp (Carassius auratus), a widely distributed and medium-sized Cyprinid species. To fulfill our aim, the SMR of 80 fish individuals was first measured at (25.00.5), after which 40 individuals out of the total were selected to serve as the experimental fish. These 40 fish included 20 higher-SMR individuals and 20 lower-SMR individuals. Secondly, after chasing individual fish until they reached the point of exercise exhaustion within 5 min, the maximum aerobic metabolic rate (MMR), aerobic scope (AS=MMR-SMR), factorial aerobic scope (FAS=MMR/SMR), and magnitude of EPOC of each individual were examined during a 30 min period of metabolism recovery. Thirdly, the response time (RT), maximum linear speed (Umax), maximum linear acceleration speed (Amax), and distance travelled in 120 ms (S120) during a fast-start escape response were measured. Lastly, indicators of animal personality, including boldness and activity were also studied in each of the 40 individuals. This study demonstrated that the SMR of the experimental fish correlated negatively and the MMR correlated positively with AS, FAS, and the magnitude of EPOC. Individuals with high SMRs exhibited the same recovery rate as those individuals with smaller SMRs. The SMR of the experimental fish correlated negatively with Amax but correlated positively with RT. Neither Umax nor S120 showed any relationship with SMR. Correlations within components of the fast-start response found that Umax was positively correlated with the Amax and S120, while RT was negatively correlated with Umax, Amax, and S120, among the individual fish. Neither boldness (as indicated by latency, exposed time, and appearance frequency) nor activity (as indicated by percent time spent moving and frequency of hit wall) showed any correlation with SMR in the juvenile crucian carp; however the percent time spent moving correlated positively with exposed time and frequency of hit wall. This study suggests that the juvenile crucian carp raised under laboratory conditions exhibit remarkably CIDs in metabolism, the fast-start response, and personality. Trade-offs exist among these phenotypic traits, as the adaptive and ecological consequences were the result of the interaction of physiology, behavior, and the species' natural environment.  2016, Ecological Society of China. All rights reserved."
Zeng_2017_ShenXuebActaEcolSini,phenotypic correlations and individual variation of energy metabolism and personality in juvenile chinese bream (parabramis pekinensis),"Zeng, L. and Fu, C. and Xi, L. and Peng, J. and Fu, S.",Shengtai Xuebao/ Acta Ecologica Sinica,NA,37,NA,4807-4816,2017,NA,10.5846/stxb201603270548,"In nature, consistent individual differences (CIDs) in phenotypic traits (e.g., morphology, physiology, or behavior) are a widespread phenomenon in animals. CIDs in phenotypic traits are maintained over time, and can be measured by repeatability at different times. We used juvenile Chinese bream (Pa ra b ramis p ekin en sis) as an animal model to determine individual variation and correlation between energy metabolism and personality behaviors of cyprinid fish. Under conditions of (25  0.5)C, the standard metabolic rate (SMR), maximum metabolic rate (MMR, induced by exhaustive exercise), and excess post-exercise oxygen consumption (EPOC) of fish were determined, and the metabolic scope (MS) and factorial metabolic scope (FAS) were also calculated. Personality behaviors, including boldness (indicated by latncy), activity (indicated by distance moved, average swimming velocity, and percent time spent moving) were measured for individuals (trial I). All of the aforementioned phenotypic traits were measured again after one month (trial H). The results showed that both body mass and body length of juvenile Chinese bream increased substantially, and these two morphological parameters showed good repeatability during the experiment (both P < 0.05). Only the SMR of fish was repeatable, and not MMR, MS, FAS, and EPOC. SMR was negatively correlated with MS, FAS, and EPOC (all P < 0.0 5), and showed no correlation with MMR. MS had a positive correlation with both FAS and MMR (both P < 0.0 5). The direction of some correlations between components of energy metabolism of the juvenile Chinese bream did not change during the course of experiment. Boldness (indicated as laten cy) of the experimental fish did not exhibit repeatability, and was significantly higher in trial H than in trial I (P <0.05). The latencies of the two measurements were not correlated with SMR. In addition, distance moved, swimming velocity, and percent time spent moving were also not repeatable. However, the relationships among these three activity parameters were all positive in spite of the effects of time. When compared to those of trial I, the values of the three parameters of activity all increased in trial H. SMR in the two trials were positively related to the specific growth rate (SCR) in this fish species during the course of experiment. The present study suggests there were nonparallel changes in tendency and repeatability between the energy metabolism and personality behaviors of juvenile Chinese bream under artificial rearing conditions where environmental parameters were spatially and temporally predictable. Some correlations existed between the phenotypic traits and were substantially affected, to different extents, by environmental conditions. SMR of juvenile Chinese bream may predict their growth trajectory during their juvenile stage.  2017, Ecological Society of China. All rights reserved."
Zhao_2016_AVIARESE,behavioral plasticity is not significantly associated with head volume in a wild chestnut thrush (turdus rubrocanus) population,"Zhao, Qingshan and Sun, Yuehua",AVIAN RESEARCH,NA,7,NA,NA,2016,NA,10.1186/s40657-016-0048-z,"Background: The drivers of intraspecific variation in behavioral plasticity are poorly known. A widely held hypothesis is that brain size is positively correlated with behavioral plasticity. Methods: A total of 71 Chestnut Thrushes (Turdus rubrocanus) were caught in the wild population. We quantified behavior plasticity of activity of individuals measured in the same cage across two contexts (common and with a novel object stimulation), using a random regression analysis. We then investigated whether head volume (a proxy for brain size) was associated with behavioral plasticity in activity level using Spearman rank-order correlation. Results: We found no significant evidence that activity plasticity was associated with relative head volume. There was no sex difference in head volume or in variance in head volume. Conclusions: We speculate that the absence of an association between brain volume and activity behavior plasticity may result from the inaccuracy of using external skull measurements to estimate brain size, or from a particular part of the brain being responsible for plasticity in activity level."
Zottl_2016_PROFTHNAACOFSCOFTHUNSTOFAM,differences in cooperative behavior among damaraland mole rats are consequences of an age-related polyethism,"Zottl, Markus and Vullioud, Philippe and Mendonca, Rute and Tico, Miquel Torrents and Gaynor, David and Mitchell, Adam and Clutton-Brock, Tim",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NA,113,NA,10382-10387,2016,NA,10.1073/pnas.1607885113,"In many cooperative breeders, the contributions of helpers to cooperative activities change with age, resulting in age-related polyethisms. In contrast, some studies of social mole rats (including naked mole rats, Heterocephalus glaber, and Damaraland mole rats, Fukomys damarensis) suggest that individual differences in cooperative behavior are the result of divergent developmental pathways, leading to discrete and permanent functional categories of helpers that resemble the caste systems found in eusocial insects. Here we show that, in Damaraland mole rats, individual contributions to cooperative behavior increase with age and are higher in fast-growing individuals. Individual contributions to different cooperative tasks are intercorrelated and repeatability of cooperative behavior is similar to that found in other cooperatively breeding vertebrates. Our data provide no evidence that nonreproductive individuals show divergent developmental pathways or specialize in particular tasks. Instead of representing a caste system, variation in the behavior of nonreproductive individuals in Damaraland mole rats closely resembles that found in other cooperatively breeding mammals and appears to be a consequence of age-related polyethism."
Zsebk_2017_BehEcoandSoc,short- and long-term repeatability and pseudo-repeatability of bird song: sensitivity of signals to varying environments,"Zsebk, S. and Herczeg, G. and Blzi, G. and Laczi, M. and Nagy, G. and Szsz, E. and Mark, G. and Trk, J. and Garamszegi, L.Z.",Behavioral Ecology and Sociobiology,NA,71,NA,NA,2017,NA,10.1007/s00265-017-2379-0,"Abstract: To provide reliable information about individual-specific characteristics, sexual signals should be consistently displayed within an individual at least within a particular social context or time window. However, some male traits, like bird song, depict extreme within-individual variations even within a very short time frame. To investigate the extent by which acoustic displays in male collared flycatchers (Ficedula albicollis) reveal consistent individual-specific attributes or more flexible characteristics, we assessed the repeatability of various song traits at different sampling regimes (within-day, between-day, and between-year contexts). Repertoire size showed considerably high and significant repeatability (R>0.25) in all temporal contexts suggesting that it can potentially indicate an individual attribute that is shaped by genetic background, permanent environmental effects, or long-term experience. Song rate, song length, mean frequency and frequency bandwidth, tempo of syllables, and within-song complexity had small-to-moderate repeatability (R<0.25) that was significant for the within-day scenario only. Environmental effects can confound repeatability estimates, as males that changed nest boxes between song recordings performed with lower consistency than those that systematically sang on the same territory. Hence, the characteristics of particular songs could reveal aspects that are sensitive to changes in the environment rendering a signal function to the within-individual variance of songs. The consistency of acoustic signals and their sensitivity to the environment determines what kind of information can be conveyed to the receivers. Significance statement: We investigated the repeatability of several song traits in the collared flycatcher to determine signal consistency in different temporal contexts: within days, between days, and between years. We found that repeatability greatly varied across traits, but it generally showed a decreasing tendency as sampling window increased. Repeatability was confounded by effects arising from territory identity, because individuals that changed residency between days sang with less consistency. This result highlights the often-neglected scenario that pseudo-repeatability may arise due to unstandardized environment. In general, our findings imply that the consistency of behaviors and the signal value of song traits may depend on the considered temporal and/or environmental context. The degree of plasticity of acoustic signals determines whether information on a long-term aspect of individual quality or on an immediate state can be conveyed to the receivers.  2017, Springer-Verlag GmbH Germany."
