key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
Cauchoix_2018_PHTROFTHROSOB.SC,The repeatability of cognitive performance: a meta-analysis,2018,1,1,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"",373,,NA,"Cauchoix, M. and Chow, P. K. Y. and van Horik, J. O. and Atance, C. M. and Barbeau, E. J. and Barragan-Jason, G. and Bize, P. and Boussard, A. and Buechel, S. D. and Cabirol, A. and Cauchard, L. and Claidiere, N. and Dalesman, S. and Devaud, J. M. and Didic, M. and Doligez, B. and Fagot, J. and Fichtel, C. and Henke-von der Malsburg, J. and Hermer, E. and Huber, L. and Huebner, F. and Kappeler, P. M. and Klein, S. and Langbein, J. and Langley, E. J. G. and Lea, S. E. G. and Lihoreau, M. and Lovlie, H. and Matzel, L. D. and Nakagawa, S. and Nawroth, C. and Oesterwind, S. and Sauce, B. and Smith, E. A. and Sorato, E. and Tebbich, S. and Wallis, L. J. and Whiteside, M. A. and Wilkinson, A. and Chaine, A. S. and , Mor and -Ferron, J.",10.1098/rstb.2017.0281,,NA,"","Behavioural and cognitive processes play important roles in mediating an individual's interactions with its environment. Yet, while there is a vast literature on repeatable individual differences in behaviour, relatively little is known about the repeatability of cognitive performance. To further our understanding of the evolution of cognition, we gathered 44 studies on individual performance of 25 species across six animal classes and used meta-analysis to assess whether cognitive performance is repeatable. We compared repeatability (R) in performance (1) on the same task presented at different times (temporal repeatability), and (2) on different tasks that measured the same putative cognitive ability (contextual repeatability). We also addressed whether R estimates were influenced by seven extrinsic factors (moderators): type of cognitive performance measurement, type of cognitive task, delay between tests, origin of the subjects, experimental context, taxonomic class and publication status. We found support for both temporal and contextual repeatability of cognitive performance, with mean R estimates ranging between 0.15 and 0.28. Repeatability estimates were mostly influenced by the type of cognitive performance measures and publication status. Our findings highlight the widespread occurrence of consistent inter-individual variation in cognition across a range of taxa which, like behaviour, may be associated with fitness outcomes. This article is part of the theme issue `Causes and consequences of individual differences in cognitive abilities'.", 
Sorato_2018_PHTROFTHROSOB.SC,Heritabilities and co-variation among cognitive traits in red junglefowl,2018,1,1,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"",373,,NA,"Sorato, Enrico and Zidar, Josefina and Garnham, Laura and Wilson, Alastair and Lovlie, Hanne",10.1098/rstb.2017.0285,,NA,"","Natural selection can act on between-individual variation in cognitive abilities, yet evolutionary responses depend on the presence of underlying genetic variation. It is, therefore, crucial to determine the relative extent of genetic versus environmental control of these among-individual differences in cognitive traits to understand their causes and evolutionary potential. We investigated heritability of associative learning performance and of a cognitive judgement bias (optimism), as well as their covariation, in a captive pedigree-bred population of red junglefowl (Gallus gallus, n. 300 chicks over 5 years). We analysed performance in discriminative and reversal learning (two facets of associative learning), and cognitive judgement bias, by conducting animal models to disentangle genetic from environmental contributions. We demonstrate moderate heritability for reversal learning, and weak to no heritability for optimism and discriminative learning, respectively. The two facets of associative learning were weakly negatively correlated, consistent with hypothesized trade-offs underpinning individual cognitive styles. Reversal, but not discriminative learning performance, was associated with judgement bias; less optimistic individuals reversed a previously learnt association faster. Together these results indicate that genetic and environmental contributions differ among traits. While modular models of cognitive abilities predict a lack of common genetic control for different cognitive traits, further investigation is required to fully ascertain the degree of covariation between a broader range of cognitive traits and the extent of any shared genetic control. This article is part of the theme issue `Causes and consequences of individual differences in cognitive abilities'.", 
Sakai_2018_JOOFET,Comparison of personality between juveniles and adults in clonal gecko species,2018,1,1,JOURNAL OF ETHOLOGY,"",36,,221-228,"Sakai, Osamu",10.1007/s10164-018-0551-2,,NA,"","The developmental perspectives of animal personality enhance our understanding of how personality structure changes in relation to life stage. Clonal animals are ideal models for developmental studies because personality differences can be solely attributed to environmental factors. Here, I investigated the presence of personality within a species of clonal gecko, Lepidodactylus lugubris, at different developmental stages. For juveniles and adult geckos, I measured exploration (reaction to a novel situation) and boldness (risk-prone tendency) and evaluated repeatability and correlation of these behavioural traits. Each gecko exhibited different exploration and boldness with significant repeatability through time but no correlation between these behavioural traits. Small juveniles were composed of only bold and low explorative individuals but large juveniles and adults were composed of various personality type individuals. These results demonstrate that subject geckos have a similar personality structure across life stages and that exploration and boldness are independent personality without forming behavioural syndrome structure. Biased composition of personality type between life stages suggests that appearance of different personality type individuals during an early ontogenetic stage generates personality variation within the clonal population. This study provides developmental insight about personality structure and its composition in clonal animals living in the wild."," RAYYAN-INCLUSION: {""Martin""=>true} | RAYYAN-LABELS: multiple measurements,long timescale"
Urszan_2018_JOOFANEC,Experience during development triggers between-individual variation in behavioural plasticity,2018,1,1,JOURNAL OF ANIMAL ECOLOGY,"",87,,1264-1273,"Urszan, Tamas Janos and Zsolt Garamszegi, Laszlo and Nagy, Gergely and Hettyey, Attila and Torok, Janos and Herczeg, Gabor",10.1111/1365-2656.12847,,NA,"","Behavioural consistency within and across behaviours (animal personality and behavioural syndrome, respectively) has been vigorously studied in the last decade, leading to the emergence of animal personality research. It has been proposed recently that not only mean behaviour (behavioural type), but the environmentally induced behavioural change (behavioural plasticity) might also differ between individuals within populations. While case studies presenting between-individual variation in behavioural plasticity have started to accumulate, the mechanisms behind its emergence are virtually unknown. We have recently demonstrated that ecologically relevant environmental stimuli during ontogeny are necessary for the development of animal personality and behavioural syndromes. However, it is unknown whether between-individual variation in behavioural plasticity is hard-wired or induced. Here, we tested whether experience with predation during development affected predator-induced behavioural plasticity in Rana dalmatina tadpoles. We ran a common garden experiment with two ontogenetic predation treatments: tadpoles developed from hatching in either the presence or absence of olfactory predator stimuli. Then, we assayed all tadpoles repeatedly for activity and risk-taking both in the absence and presence of olfactory predator stimuli. We found that (a) between-individual variation in predator-induced behavioural plasticity was present only in the group that developed in the presence of olfactory stimuli from predators and (b) previous experience with predatory stimuli resulted in lower plastic response at the group level. The latter pattern resulted from increased between-individual variation and not from universally lower individual responses. We also found that experience with predation during development increased the predictability (i.e. decreased the within-individual variation unrelated to environmental change) of activity, but not risk-taking. In line with this, tadpoles developing under perceived predatory risk expressed their activity with higher repeatability. We suggest that ecologically relevant environmental stimuli are not only fundamental for the development of animal personality and behavioural syndromes, but also for individual variation in behavioural plasticity. Thus, experience is of central importance for the emergence of individual behavioural variation at many levels."," RAYYAN-INCLUSION: {""Martin""=>true}"
Bonnot_2018_OECO,Who's afraid of the big bad wolf? Variation in the stress response among personalities and populations in a large wild herbivore,2018,1,1,OECOLOGIA,"",188,,85-95,"Bonnot, Nadege C. and Bergvall, Ulrika A. and Jarnemo, Anders and , Kjell and er, Petter",10.1007/s00442-018-4174-7,,NA,"","Faced with rapid environmental changes, individuals may express different magnitude and plasticity in their response to a given stressor. However, little is known about the causes of variation in phenotypic plasticity of the stress response in wild populations. In the present study, we repeatedly captured individual roe deer (Capreolus capreolus) from two wild populations in Sweden exposed to differing levels of predation pressure and measured plasma concentrations of stress-induced cortisol and behavioral docility. While controlling for the marked effects of habituation, we found clear between-population differences in the stress-induced cortisol response. Roe deer living in the area that was recently recolonized by lynx (Lynx lynx) and wolves (Canis lupus) expressed cortisol levels that were around 30\% higher than roe deer in the human-dominated landscape free of large carnivores. In addition, for the first time to our knowledge, we investigated the stress-induced cortisol response in free-ranging newborn fawns and found no evidence for hypo-responsiveness during early life in this species. Indeed, stress-induced cortisol levels were of similar magnitude and differed between populations to a similar extent in both neonates and adults. Finally, at an individual level, we found that both cortisol and docility levels were strongly repeatable, and weakly negatively inter-correlated, suggesting that individuals differed consistently in how they respond to a stressor, and supporting the existence of a stress-management syndrome in roe deer."," RAYYAN-INCLUSION: {""Martin""=>false} | RAYYAN-EXCLUSION-REASONS: no behaviour"
Watson_2018_ANIMCOGN,Chimpanzees demonstrate individual differences in social information use,2018,1,1,ANIMAL COGNITION,"",21,,639-650,"Watson, Stuart K. and Vale, Gillian L. and Hopper, Lydia M. and Dean, Lewis G. and Kendal, Rachel L. and Price, Elizabeth E. and Wood, Lara A. and Davis, Sarah J. and Schapiro, Steven J. and Lambeth, Susan P. and Whiten, Andrew",10.1007/s10071-018-1198-7,,NA,"","Studies of transmission biases in social learning have greatly informed our understanding of how behaviour patterns may diffuse through animal populations, yet within-species inter-individual variation in social information use has received little attention and remains poorly understood. We have addressed this question by examining individual performances across multiple experiments with the same population of primates. We compiled a dataset spanning 16 social learning studies (26 experimental conditions) carried out at the same study site over a 12-year period, incorporating a total of 167 chimpanzees. We applied a binary scoring system to code each participant's performance in each study according to whether they demonstrated evidence of using social information from conspecifics to solve the experimental task or not (Social Information Score-'SIS'). Bayesian binomial mixed effects models were then used to estimate the extent to which individual differences influenced SIS, together with any effects of sex, rearing history, age, prior involvement in research and task type on SIS. An estimate of repeatability found that approximately half of the variance in SIS was accounted for by individual identity, indicating that individual differences play a critical role in the social learning behaviour of chimpanzees. According to the model that best fit the data, females were, depending on their rearing history, 15-24\% more likely to use social information to solve experimental tasks than males. However, there was no strong evidence of an effect of age or research experience, and pedigree records indicated that SIS was not a strongly heritable trait. Our study offers a novel, transferable method for the study of individual differences in social learning."," RAYYAN-INCLUSION: {""Martin""=>true} | RAYYAN-LABELS: multiple measurements"
Sommer.Trembo_2018_ANIMCOGN,Consistent individual differences in associative learning speed are not linked to boldness in female Atlantic mollies,2018,1,1,ANIMAL COGNITION,"",21,,661-670,"Sommer-Trembo, Carolin and Plath, Martin",10.1007/s10071-018-1201-3,,NA,"","Recent studies on consistent individual differences in behavioural tendencies (animal personality) raised the question of whether individual differences in cognitive abilities can be linked to certain personality types. We tested female Atlantic mollies (Poecilia mexicana) in two different classical conditioning experiments. For the first time, we provide evidence for highly consistent individual differences in associative learning speed in fish. We characterized the same individuals for boldness in two experimental situations (latency to emerge from shelter and freezing time after a simulated predator attack) and found high behavioural repeatability. When we tested for a potential correlation between associative learning speed and boldness, however, there was no evidence for a link between them. Our study design included several steps to avoid typical pitfalls of disadvantaging shy individuals during learning tests. We caution that other experimental studies may have suffered from erroneous interpretations due to a more cautious coping style of shy individuals in the respective setup used to assess learning."," RAYYAN-INCLUSION: {""Martin""=>true}"
Wischhoff_2018_ETHO,Parenting styles in white-rumped swallows (Tachycineta leucorrhoa) show a trade-off between nest defense and chick feeding,2018,1,1,ETHOLOGY,"",124,,623-632,"Wischhoff, Uschi and Marques-Santos, Fern and , o and Manica, Lilian T. and Roper, James J. and Rodrigues, Marcos",10.1111/eth.12770,,NA,"","Studies about personalities in wild animals usually focus on five categories of behavioral traits that do not easily accommodate all aspects of parental care, a class of behaviors with direct consequence to reproductive success. Parental care can vary consistently between individuals and constitute parenting styles. Here we investigate the consistency of four behaviors of parental care across two breeding seasons of white-rumped swallows Tachycineta leucorrhoa in southern Brazil. These behaviors are a prospection of potential nest-sites, nest defense against predators or conspecifics, and chick feeding. If these first three behaviors are consistent, they can be classified according to the standard categories of personality as exploration, boldness, and aggressiveness, respectively. We find that all behaviors, except exploration, are consistent between individuals in the long term. We also show that, besides individual identity, couple identity is an important component explaining variation in behavior. This pattern can arise if behavior influences pair formation or if behavior is a consequence of a common environment affecting the couple. We show that, depending on the parental task, males or females are more consistent, suggesting that sexes are adopting different strategies of parental care allocation. We then investigate if there is a trade-off between nest defense and chick feeding. We find that birds that defend more also feed the brood less often and suggest that testosterone might be the mechanism modulating this trade-off. Lastly, we discuss the implications of our results to mate choice and highlight the need for studies linking parenting styles to fitness in swallow species."," RAYYAN-INCLUSION: {""Martin""=>true}"
Baker_2018_SCIEREPO,"Repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, Danio rerio",2018,1,1,SCIENTIFIC REPORTS,2045-2322,8,,NA,"Baker, Matthew R. and Goodman, Alex and C., er and Santo, Jonathan B. and Wong, Ryan Y.",10.1038/s41598-018-30630-3,,NA,"","Behavioral responses to novel situations often vary and can belong to a suite of correlated behaviors. Characteristic behaviors of different personality types (e.g. stress coping styles) are generally consistent across contexts and time. Here, we compare the repeatability and reliability of exploratory behaviors between zebrafish strains selectively bred to display contrasting behavioral responses to stressors that represent the proactive-reactive axis. Specifically, we measure exploratory behavior of individual fish in an open field test over five weeks. We quantified the stationary time, average swimming speed and time spent by a fish in the center area. We found a number of strain differences for each behavioral measure. Stationary time was the most repeatable and reliable measure for assessing proactive-reactive behavioral differences. Reactive zebrafish generally showed the highest reliability and repeatability of exploratory behavior compared to proactive zebrafish and a separate wild caught strain. Given the increased interest in the evolutionary consequences and proximate mechanisms of consistent individual differences, it will be important to continue to investigate how different selective pressures may influence expression of stress coping styles and their effects on the consistency of an animal's behavior."," RAYYAN-INCLUSION: {""Martin""=>true} | RAYYAN-LABELS: multiple measurements"
Sztukowski_2018_MARIECOLPROGSERI,Sex differences in individual foraging site fidelity of Campbell albatross,2018,1,1,MARINE ECOLOGY PROGRESS SERIES,"",601,,227-238,"Sztukowski, Lisa A. and Cotton, Peter A. and Weimerskirch, Henri and Thompson, David R. and Torres, Leigh G. and Sagar, Paul M. and Knights, Antony M. and Fayet, Annette L. and Votier, Stephen C.",10.3354/meps12684,,NA,"","Inter-individual variation in behavioural traits has important implications for evolutionary and ecological processes. Site fidelity, where individuals consistently use the same foraging site, is common among marine predators. Sex differences in foraging are also well studied in marine vertebrates, but the extent to which consistent inter-individual differences in foraging vary between the sexes is poorly known. Here we quantified the effects of sex on individual foraging site fidelity (IFSF), both within and between years, in chick-brooding Campbell albatross Thalassarche impavida. Using bird-borne global positioning system loggers, we calculated route fidelity (nearest-neighbour distance), repeatability of site fidelity (terminal latitude and longitude), and foraging effort (total distance travelled and trip duration) during 2 to 10 repeat trips. Overall, Campbell albatrosses showed a high degree of site fidelity. Birds travelled to similar sites not only within the same year, but also between 2 consecutive years, suggesting that the within-year consistency is not simply in response to short-term patches of food. Moreover, within the same year, we found differences in terms of IFSF between the sexes. Females that foraged closer to the colony in neritic and shelf waters were more likely to follow similar routes on repeated foraging trips and were more consistent in their foraging effort than males. Males that foraged further offshore in pelagic waters had more repeatable foraging longitudes than females. Our study provides further evidence of the importance of IFSF among marine vertebrates. However, it also reveals that the strength of such specialisations may vary with sex."," RAYYAN-INCLUSION: {""Martin""=>true}"
Gibelli_2018_PEER,Are some individuals generally more behaviorally plastic than others? An experiment with sailfin mollies,2018,1,1,PEERJ,,6,,NA,"Gibelli, Julie and Aubin-Horth, Nadia and Dubois, Frederique",10.7717/peerj.5454,,NA,"","Individuals within the same population generally differ among each other not only in their behavioral traits but also in their level of behavioral plasticity (i.e., in their propensity to modify their behavior in response to changing conditions). If the proximate factors underlying individual differences in behavioral plasticity were the same for any measure of plasticity, as commonly assumed, one would expect plasticity to be repeatable across behaviors and contexts. However, this assumption remains largely untested. Here, we conducted an experiment with sailfin mollies (Poecilia latipinna) whose behavioral plasticity was estimated both as the change in their personality traits or mating behavior across a social gradient and using their performance on a reversal-learning task. We found that the correlations between pairwise measures of plasticity were weak and non-significant, thus indicating that the most plastic individuals were not the same in all the tests. This finding might arise because either individuals adjust the magnitude of their behavioral responses depending on the benefits of plasticity, and/or individuals expressing high behavioral plasticity in one context are limited by neural and/or physiological constraints in the amount of plasticity they can express in other contexts. Because the repeatability of behavioral plasticity may have important evolutionary consequences, additional studies are needed to assess the importance of trade-offs between conflicting selection pressures on the maintenance of intra-individual variation in behavioral plasticity."," RAYYAN-INCLUSION: {""Martin""=>true}"
Ingram_2018_ECOANDEVO,Top-down control by an aquatic invertebrate predator increases with temperature but does not depend on individual behavioral type,2018,1,1,ECOLOGY AND EVOLUTION,"",8,,8256-8265,"Ingram, Travis and Burns, Zuri D.",10.1002/ece3.4367,,NA,"","Variation in behavioral traits among individuals within a population can have implications for food webs and ecosystems. Temperature change also alters food web structure and function, but potential interactions between warming and intraspecific behavioral variation are largely unexplored. We aimed to test how increased temperature, individual activity level of a predatory backswimmer (Anisops assimilis), and their interaction influenced the strength of top-down control of zooplankton and phytoplankton. We used stable isotopes to support our assumption that the study population of A.assimilis is zooplanktivorous, and behavioral trials to confirm that activity level is a repeatable trait. We established freshwater microcosms to test for effects of warming, backswimmer presence, and backswimmer behavioral type on zooplankton density, zooplankton composition, and phytoplankton chlorophyll a. Top-down control was present and was generally stronger at increased temperature. There was no indication that predator behavioral type influenced the strength of top-down control either on its own or interactively with temperature. Predator behavioral type may not be associated with ecologically important function in this species at the temporal and spatial scales addressed in this study, but the links between behavior, temperature, and food web processes are worthy of broader exploration."," RAYYAN-INCLUSION: {""Martin""=>true}"
