"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9Z5A7EQB","journalArticle","2018","Baker, Matthew R.; Goodman, Alex; C., er; Santo, Jonathan B.; Wong, Ryan Y.","repeatability and reliability of exploratory behavior in proactive and reactive zebrafish, danio rerio","SCIENTIFIC REPORTS","","2045-2322","10.1038/s41598-018-30630-3","","Behavioral responses to novel situations often vary and can belong to a suite of correlated behaviors. Characteristic behaviors of different personality types (e.g. stress coping styles) are generally consistent across contexts and time. Here, we compare the repeatability and reliability of exploratory behaviors between zebrafish strains selectively bred to display contrasting behavioral responses to stressors that represent the proactive-reactive axis. Specifically, we measure exploratory behavior of individual fish in an open field test over five weeks. We quantified the stationary time, average swimming speed and time spent by a fish in the center area. We found a number of strain differences for each behavioral measure. Stationary time was the most repeatable and reliable measure for assessing proactive-reactive behavioral differences. Reactive zebrafish generally showed the highest reliability and repeatability of exploratory behavior compared to proactive zebrafish and a separate wild caught strain. Given the increased interest in the evolutionary consequences and proximate mechanisms of consistent individual differences, it will be important to continue to investigate how different selective pressures may influence expression of stress coping styles and their effects on the consistency of an animal's behavior.","2018","2018-12-03 14:27:02","2018-12-03 14:27:02","","NA","","","8","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/I69RRSXI/Baker et al. - 2018 - repeatability and reliability of exploratory behav.pdf","","Animal; Behavior; Exploratory Behavior; Zebrafish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RR968ED6","journalArticle","2017","Ballew, Nicholas G.; Mittelbach, Gary G.; Scribner, Kim T.","fitness consequences of boldness in juvenile and adult largemouth bass","AMERICAN NATURALIST","","","10.1086/690909","","To date, most studies investigating the relationship between personality traits and fitness have focused on a single measure of fitness (such as survival) at a specific life stage. However, many personality traits likely have multiple effects on fitness, potentially operating across different functional contexts and stages of development. Here, we address the fitness consequences of boldness, under seminatural conditions, across life stages and functional contexts in largemouth bass (Micropterus salmoides). Specifically, we report the effect of boldness on (1) juvenile survivorship in an outdoor pond containing natural prey and predators and (2) adult reproductive success in three outdoor ponds across three reproductive seasons (years). Juvenile survival was negatively affected by boldness, with bolder juveniles having a lower probability of survival than shyer juveniles. In contrast, bolder adult male bass had greater reproductive success than their shyer male counterparts. Female reproductive success was not affected by boldness. These findings demonstrate that boldness can affect fitness differently across life stages. Further, boldness was highly consistent across years and significantly heritable, which suggests that boldness has a genetic component. Thus, our results support theory suggesting that fitness trade-offs across life stages may contribute to the maintenance of personality variation within populations.","2017","2018-12-03 14:27:02","2018-12-03 14:27:02","","396-406","","","189","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/DX95EB3S/Ballew et al. - 2017 - fitness consequences of boldness in juvenile and a.pdf","","Adult; Bass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EE7JIVTU","journalArticle","2018","Barbasch, Tina A.; Buston, Peter M.","plasticity and personality of parental care in the clown anemonefish","ANIMAL BEHAVIOUR","","","10.1016/j.anbehav.2017.12.002","","Characterizing individual variation in parental care is critical to understanding how selection shapes and maintains patterns of care, yet little is known about how individual parents vary in their responses to the environment. Reaction norms, functions that describe how phenotypes change across an environmental gradient, provide an elegant framework for studying individual variation in behavioural responses. We use a reaction norm approach to investigate how studying plasticity, which describes variation within an individual through time, and personality, which describes repeatable variation among individuals, together explain individual variation in the parental behaviour of the anemonefish Amphiprion percula. More specifically, we test how resource availability influences individual parental responses to the environment and discuss the consequences for our understanding of plasticity and personality in parental care. Breeding pairs of A. percula were fed either a high or a low food ration and their parental behaviours were monitored. Individuals exhibited plasticity in parental behaviour across the two resource environments. Furthermore, individuals were repeatable in their behaviour through time, as evidenced by significant among-individual variation in intercept. Finally, the slope and elevation of individual reaction norms varied, revealing a level of variation not captured at the population level and providing insight into the potential mechanisms generating individual variation. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","2018","2018-12-03 14:27:02","2018-12-03 14:27:02","","65-73","","","136","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/9SRTHK4X/barbasch2018.pdf","","Critical Care","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBUYZ2W2","journalArticle","2012","Basic, D.; Winberg, S.; Schjolden, J.; Krogdahl, A.; Hoglund, E.","context-dependent responses to novelty in rainbow trout (oncorhynchus mykiss), selected for high and low post-stress cortisol responsiveness","PHYSIOLOGY & BEHAVIOR","","0031-9384","10.1016/j.physbeh.2011.12.021","","Previous studies in a rainbow trout model, selectively bred for high (HR) and low (LR) post stress plasma cortisol levels, have yielded data that are indicative of contrasting stress coping styles. Fish from the HR line have been suggested to display a more diverse behavioral repertoire in challenging situations than the LR counterpart. The present study addressed whether such variation in behavioral flexibility traits was evident in different experimental settings using these selection lines. The fish were subjected to three sets of challenges (novel object test, resident-intruder test and confinement stressor test), all which were repeated a week later. Introducing a novel object evoked a divergent behavioral response in association with feeding: fish from the LR line displayed consistently suppressed feed intake while the HR fish remained unaffected. This observation was found to be repeatable along with attack latency and movement activity from the resident-intruder and confinement stressor tests. These results indicate that the behavioral responses in this animal model are context-dependent and shed new light on the expression of behavioral flexibility. (C) 2011 Elsevier Inc. All rights reserved.","2012","2018-12-03 14:27:03","2018-12-03 14:27:03","","1175-1181","","","105","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/VX8EL9GD/basic2012.pdf","","Hydrocortisone; Oncorhynchus mykiss; Trout","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LU5JQYF","journalArticle","2004","Bety, J; Giroux, JF; Gauthier, G","individual variation in timing of migration: causes and reproductive consequences in greater snow geese (anser caerulescens atlanticus)","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","","","10.1007/s00265-004-0840-3","","Decisions made by birds during migration to breeding grounds can strongly affect the fitness of individuals. We investigated possible causes and reproductive consequences of inter-individual variation in the migratory behavior of an arctic-nesting species, the greater snow goose (Anser caerulescens atlanticus), by radio-tracking females at their staging area and on their breeding grounds. Females showed relatively high repeatability in the duration of migration (r(i)=0.37) and arrival date on the breeding grounds (r(i)=0.42) suggesting that these traits are characteristics of individuals. Conversely, no individual consistency in departure date from the staging area was detected (r(i)=-0.02) indicating that environmental factors may have a large influence. Females paired with dominant males departed slightly earlier from the staging area than females accompanied by subordinate males. However, neither social status on the staging area (i.e. paired vs unpaired) nor dominance scores were associated with arrival time of individuals. Finally, the probability of breeding was positively related to arrival date indicating a reproductive cost of arriving too early on the breeding grounds. The combination of breeding probability and seasonal decline in breeding success nonetheless suggests that females arriving a few days earlier than the median arrival date attained highest reproductive success. Our results show that assessing the fitness consequences of early arrival by focusing solely on breeding females would lead to an overestimation of the genuine benefits. This study also indicates possible genetically based differences among individuals in migration duration and arrival time on the breeding grounds.","2004","2018-12-03 14:27:03","2018-12-03 14:27:03","","1-8","","","57","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/NHDJDUHC/Bety et al. - 2004 - individual variation in timing of migration cause.pdf","","Probability; Emigration and Immigration; Geese","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV5GA8PC","journalArticle","2017","Bierbach, David; Laskowski, Kate L.; Wolf, Max","behavioural individuality in clonal fish arises despite near-identical rearing conditions","NATURE COMMUNICATIONS","","2041-1723","10.1038/ncomms15361","","Behavioural individuality is thought to be caused by differences in genes and/or environmental conditions. Therefore, if these sources of variation are removed, individuals are predicted to develop similar phenotypes lacking repeatable individual variation. Moreover, even among genetically identical individuals, direct social interactions are predicted to be a powerful factor shaping the development of individuality. We use tightly controlled ontogenetic experiments with clonal fish, the Amazon molly (Poecilia formosa), to test whether near-identical rearing conditions and lack of social contact dampen individuality. In sharp contrast to our predictions, we find that (i) substantial individual variation in behaviour emerges among genetically identical individuals isolated directly after birth into highly standardized environments and (ii) increasing levels of social experience during ontogeny do not affect levels of individual behavioural variation. In contrast to the current research paradigm, which focuses on genes and/or environmental drivers, our findings suggest that individuality might be an inevitable and potentially unpredictable outcome of development.","2017","2018-12-03 14:27:03","2018-12-03 14:27:03","","NA","","","8","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/8VHIEABS/Bierbach et al. - 2017 - behavioural individuality in clonal fish arises de.pdf","","Pedigree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KV66QL6V","journalArticle","2013","Biro, Peter A.; Adriaenssens, Bart","predictability as a personality trait: consistent differences in intraindividual behavioral variation","AMERICAN NATURALIST","","","10.1086/673213","","Although animal behavior is generally repeatable, most behavioral variation apparently occurs within rather than across individuals. With the exception of very recent interest in individual behavioral plasticity (consistent differences in responsiveness), this within-individual variation has been largely ignored despite its importance in the study of proximate and ultimate questions about behavior. Here, we repeatedly scored the undisturbed activity of 30 adult male mosquitofish across multiple observation bouts spanning 132 days (n = 37 observations per fish). We found that the behavior of some individuals was consistently more predictable in a given context than others. Repeatability for this “ intraindividual variation” (IIV; r = 0.29) was evident after accounting for individual differences in activity trends across days, and activity responses due to fine-scale temperature variation (i. e., individual plasticity in response to both variables). To our knowledge, this is the first evidence that predictability of behavior is a repeatable characteristic of individual animals. We suggest that IIV represents an important axis of consistent behavioral variation that has previously not been formally considered. Finally, individual differences in predictability may similarly exist for labile morphological and physiological traits but have seemingly not been studied.","2013","2018-12-03 14:27:03","2018-12-03 14:27:03","","621-629","","","182","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/P4RR4ZWX/Biro and Adriaenssens - 2013 - predictability as a personality trait consistent .pdf","","Animals; Animal Shells; Animal; Behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFZPRCIS","journalArticle","2013","Biro, Peter A.; O'Connor, Jack; Pedini, Luke; Gribben, Paul E.","personality and plasticity: consistent responses within-, but not across-temperature situations in crabs","BEHAVIOUR","","","10.1163/1568539X-00003081","","Recent research suggests that repeated assays of behaviour, conducted both within and across situations, could reveal important insights into two traditionally distinct areas of study: animal personality and individual differences in behavioural plasticity. However, at present relatively few studies present such data, and few consider how changing abiotic conditions affect behavioural plasticity. Individual differences in metabolic rate have been suggested as a proximate mechanism promoting personality, leading one to speculate that individual differences in metabolic sensitivity to temperature may affect behavioural responses in ectotherms. At present, only one study (out of two) has tested for and shown individual differences in behavioural responses to temperature. Here, we repeatedly assayed the behaviour of a marine crab across a narrow range of temperatures to test for individual differences in responses to temperature. We observed large inter-individual differences in behaviour that were consistent over time at a given temperature (evidence for personality), and individual differences in responses to temperature (evidence for plasticity). This study adds to the very scant literature on ectotherm behavioural sensitivity to temperature, and suggests the phenomenon might be widespread. We speculate about the role of metabolism as a proximate mechanism that might explain these individual differences in plasticity and make suggestions for future research to test this hypothesis.","2013","2018-12-03 14:27:03","2018-12-03 14:27:03","","799-811","","","150","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/RA9WHQCR/10.1163@1568539X-00003081.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUR3AN22","journalArticle","2016","Biro, Peter A.; Fanson, Kerry V.; Santostefano, Francesca","stress-induced peak (but not resting) metabolism correlates with mating display intensity in male guppies","ECOLOGY AND EVOLUTION","","","10.1002/ece3.2373","","Recent empirical and conceptual papers have highlighted the potential for metabolism to act as a proximate mechanism for behavior that could explain animal personality (consistency over time). Under this hypothesis, individuals with consistently high levels of behavioral activity should also have high resting metabolic rate (RMR) as it can reflect capacity to process food and generate energy. We tested for the predicted positive covariance between RMR and three behaviors that differ in energy demands in 30 male guppies, using multivariate mixed models; we repeatedly measured their activity (10 times each), courtship displays (nine times), voracity (10 times), and metabolism (four-times). Resting metabolic rate (measured overnight in respirometry trials) did not consistently differ among males, whereas initial peak metabolism measured during those same trials (R=0.42), and all behaviors were repeatable (R=0.33-0.51). RMR declined over time suggesting habituation to the protocol, whereas peak metabolism did not. Initial peak metabolism was negatively correlated with courtship display intensity, and voracity was positively correlated with activity, but all other among-individual correlations were not significant. We conclude that RMR does not provide a proximate explanation for consistent individual differences in behavior in male guppies, and therefore the potential for independent evolution of these physiological and behavioral traits seems possible. Finally, we identify peak metabolism as a potential measure of the stress response to confinement, which highlights the value of considering various aspects of metabolic rates recording during respirometry trials.","2016","2018-12-03 14:27:04","2018-12-03 14:27:04","","6537-6545","","","6","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/XB4GX6LY/Biro et al. - 2016 - stress-induced peak (but not resting) metabolism c.pdf","","Poecilia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PEVA79Z","journalArticle","2012","Bize, Pierre; Diaz, Claris; Lindstroem, Jan","experimental evidence that adult antipredator behaviour is heritable and not influenced by behavioural copying in a wild bird","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","","","10.1098/rspb.2011.1789","","Knowledge of the relative importance of genetics and behavioural copying is crucial to appraise the evolvability of behavioural consistencies. Yet, genetic and non-genetic factors are often deeply intertwined, and experiments are required to address this issue. We investigated the sources of variation of adult anti-predator behaviour in the Alpine swift (Apus melba) by making use of long-term behavioural observations on parents and cross-fostered offspring. By applying an `animal model' approach to observational data, we show that antipredator behaviour of adult Alpine swifts was significantly repeatable over lifetime (r = 0.273) and heritable (h(2) = 0.146). Regression models also show that antipredator behaviours differed between colonies and sexes (females were more tame), and varied with the hour and year of capture. By applying a parent-offspring regression approach to 59 offspring that were exchanged as eggs or hatchlings between pairs of nests, we demonstrate that offspring behaved like their biological parents rather than like their foster parents when they were adults themselves. Those findings provide strong evidence that antipredator behaviour of adult Alpine swifts is shaped by genetics and/or pre-hatching maternal effects taking place at conception but not by behavioural copying.","2012","2018-12-03 14:27:04","2018-12-03 14:27:04","","1380-1388","","","279","","","","","","","","","","","","","","","","","","","/Users/martin/Zotero/storage/BLGYIC9K/Bize et al. - 2012 - experimental evidence that adult antipredator beha.pdf","","Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
